79,2,6,0,2,79,2,3,0,0,10,0,0,111,4,0,2,31,43,47,14,7,0,0,0,4
77,9,0,1,0,159,13,1,0,0,26,8,0,70,3,0,15,23,10,14,4,0,0,0,0,4
106,0,3,2,6,88,3,2,1,0,9,0,0,87,4,0,2,27,34,36,12,3,0,0,0,4
105,3,4,1,3,58,3,3,0,0,3,1,0,116,1,0,4,25,38,42,7,4,0,0,0,4
97,6,3,0,0,139,24,5,0,0,12,0,0,9,2,0,6,16,42,39,18,3,0,0,0,4
132,4,3,0,8,67,2,1,1,1,3,0,0,71,4,0,0,27,38,24,2,1,0,0,0,4
52,5,3,3,2,89,1,1,1,0,4,0,0,64,8,0,10,22,43,38,9,7,0,0,0,4
94,1,5,1,1,45,5,3,0,0,5,0,0,94,2,0,1,27,33,33,7,4,0,0,0,4
49,2,1,0,0,145,1,0,0,0,28,0,0,50,10,0,5,13,21,27,2,0,0,0,0,4
122,5,2,2,0,81,3,2,2,0,10,0,0,44,2,0,0,16,24,18,13,7,0,0,0,4
80,1,1,1,4,70,2,9,0,0,2,0,0,87,2,0,3,22,25,28,10,5,0,0,0,4
113,1,3,0,3,56,2,2,0,0,19,1,0,28,3,0,0,18,43,49,6,4,0,0,0,4
50,0,6,0,1,110,12,3,1,0,4,0,0,69,4,0,6,22,25,26,7,4,0,0,1,4
77,4,4,1,4,40,8,1,3,0,11,0,0,73,2,0,2,28,35,45,6,4,0,0,0,4
16,6,2,2,0,97,3,3,1,0,10,0,0,48,2,0,22,19,55,33,15,4,1,0,0,4
64,6,2,0,2,105,3,1,0,0,6,0,0,50,2,0,5,22,25,25,14,5,1,0,0,4
79,0,2,4,18,49,8,3,0,0,52,0,0,9,7,0,17,14,19,53,1,3,0,0,0,4
57,0,3,0,0,49,3,2,0,0,1,0,0,133,4,0,1,33,17,28,5,1,0,0,0,4
96,1,5,1,1,44,1,1,0,0,9,0,0,64,2,0,12,17,28,39,10,5,0,0,0,4
39,0,1,0,4,52,9,3,2,0,10,0,0,117,1,0,1,24,32,29,6,1,0,0,0,4
40,6,4,1,1,96,3,5,0,0,1,1,0,47,5,0,9,26,35,26,12,10,0,0,0,4
50,4,6,2,0,51,4,1,0,0,9,0,0,81,2,0,7,32,27,35,12,4,0,0,0,4
71,1,3,0,4,62,4,0,0,0,11,0,0,80,3,0,1,14,35,31,2,5,0,0,0,4
94,1,7,0,4,51,5,2,0,0,5,0,0,63,1,0,4,24,30,28,7,1,0,0,0,4
49,3,2,0,1,60,3,1,1,0,3,0,0,112,0,0,3,23,28,26,4,4,0,0,0,4
61,1,2,1,4,69,5,3,0,0,6,0,0,68,2,0,2,19,31,32,9,8,0,0,0,4
80,1,2,0,3,34,6,3,0,0,11,0,0,91,3,0,1,31,23,25,7,1,0,0,0,4
46,0,3,1,3,64,6,6,1,0,5,0,0,79,3,0,7,25,29,26,9,3,0,0,0,4
81,0,7,0,2,79,3,4,1,0,7,0,0,37,1,0,6,27,26,27,4,1,0,0,0,4
71,3,5,0,7,59,6,0,1,0,4,0,0,69,2,0,1,21,28,24,8,2,0,0,0,4
72,1,4,0,5,47,5,0,0,0,7,0,0,76,0,0,2,22,32,30,1,4,0,0,0,4
65,1,1,1,1,37,7,0,0,0,8,1,0,106,1,0,3,15,29,28,2,1,0,0,0,4
28,0,3,3,1,89,13,3,1,0,5,0,1,34,4,0,12,16,33,38,12,8,0,0,0,4
89,0,2,0,3,60,1,0,1,0,11,0,0,76,1,0,2,19,17,19,3,0,0,0,0,4
60,0,13,0,0,94,3,0,0,0,2,0,0,43,4,0,10,13,32,19,6,1,0,0,0,4
31,0,12,1,2,82,37,11,3,0,10,0,0,12,4,0,11,4,24,39,11,4,0,1,0,4
96,0,4,1,2,49,4,0,1,0,7,0,0,61,2,0,7,26,9,21,7,1,0,0,0,4
121,4,1,0,5,42,5,1,0,0,2,2,0,47,4,0,1,12,19,29,2,0,0,0,0,4
35,1,30,1,0,103,27,5,0,0,14,0,0,12,1,0,11,6,18,18,8,2,0,1,0,4
38,0,1,0,0,44,5,3,1,0,7,0,0,93,0,0,2,29,20,33,8,8,0,0,0,4
85,5,1,2,3,33,4,4,2,0,34,0,0,2,5,0,5,30,28,44,1,1,0,0,0,4
88,1,2,1,1,70,1,0,0,0,2,0,0,53,3,0,0,21,15,22,5,2,0,0,0,4
67,0,2,0,2,37,1,3,0,0,2,0,0,74,2,0,3,28,18,32,13,1,0,0,0,4
71,4,4,1,0,41,8,0,0,0,4,0,0,52,2,0,9,19,26,37,7,0,0,0,0,4
36,2,2,1,0,69,2,0,0,0,3,0,1,65,0,0,5,22,33,26,16,1,1,0,0,4
70,1,7,0,1,53,1,0,3,0,16,0,0,50,11,0,10,9,15,32,2,1,1,0,0,4
54,7,0,2,0,51,8,1,0,0,8,0,0,72,1,0,7,15,18,24,11,3,0,0,0,4
70,0,3,0,5,54,1,1,0,0,4,0,0,27,5,0,4,25,36,29,9,8,1,0,0,4
